Date,Created timezone,Profile name,Profile URL,Profile followers,Profile ID,Post detail URL,Mentioned profiles ID,Collaborators,Content ID,Platform,Content type,Media type,Origin of the content,Title,Description,Author URL,Author ID,Author name,Content,Link URL,View on platform,Organic interactions,Total interactions,Organic interactions per 1000 followers,Interactions per 1000 followers,Grade,Last grade,Sentiment,Positive comments,Positive comments (%),Negative comments,Negative comments (%),Neutral comments,Neutral comments (%),Total reactions,Organic likes,Total comments,Save rate,Organic comments,Total shares,Deleted,Hidden,Spam,Unpublished,Saves,Engagements,Promoted post detection,Reactions - like,Reactions - love,Reactions - haha,Reactions - wow,Reactions - sad,Reactions - angry,Shared,Crosspost,Live,Crosspostable,Total reach,Paid reach,Organic reach,Total impressions,Paid impressions,Organic impressions,Impressions engagement rate,Reach engagement rate,Engaged users,Negative feedback,Lifetime post stories,Total likes,Total story likes,Total story comments,Total story shares,Post consumers,Post clicks,Photo views,Link clicks,Other clicks,Media views,Video play,Insights reactions - like,Insights reactions - love,Insights reactions - haha,Insights reactions - wow,Insights reactions - sad,Insights reactions - angry,Insights reactions,Video length (sec),Video view count,Total video view time (sec),Recorded,Views - auto-played,Views - click to play,Views - organic,Views - paid,Views - unique,Initial video views,10-second views,10-second views - auto-played,10-second views - click to play,10-second views - organic,10-second views - paid,10-second views - unique,30-second views,30-second views - auto-played,30-second views - click to play,30-second views - organic,30-second views - paid,30-second views - unique,Completed video views,Average completion (%),Average time watched (sec),Exits,Taps back,Taps forward,Completion rate,Labels,Label groups,Media tags,Insights video view count,Insights comments,Insights like count,Insights dislike count,Insights share count,Engagements - YouTube insights,Insights subscribers lost,Insights subscribers gained,Insights view time,Swipe up,Swipe down,Screenshots,Media view time,Avg. Video Views per Video
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063641,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM4ODQ4MDkwNzY4MDk5MDkiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033884809076809909,twitter,post,photo,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"UAE air defence systems intercepted 10 ballistic missiles and 45 drones from Iran on Tuesday, the Defence Ministry said. Since the onset of the Iranian aggression, UAE air defences have engaged 314 ballistic missiles, 15 cruise missiles and 1,672 drones, it added https://t.co/3xjw3XmL9m",,https://twitter.com/20583993/status/2033884809076809909,,93,,0.0874355,,,no sentiment,0,0%,0,0%,2,100%,76,,2,,,15,,,,,,1161,,,,,,,,,,,,,,,10711,,10711,10.84%,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,324201,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTp1Z2NQb3N0Ojc0Mzk2NTA0OTczOTA4MzM2NjQiLCJwcm9maWxlSWQiOiJ1cm46bGk6b3JnYW5pemF0aW9uOjUzNTY2MyIsIm5ldHdvcmsiOiJsaW5rZWRpbiJ9/overview,,,7439650497390833664,linkedin,post,photo,Brand's content,,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"UAE air defence systems intercepted 10 ballistic missiles and 45 drones from Iran on Tuesday, the Defence Ministry said. Since the onset of the Iranian aggression, UAE air defences have engaged 314 ballistic missiles, 15 cruise missiles and 1,672 drones, it added.The attacks have killed two members of the UAE Armed Forces, and six civilians.",,https://www.linkedin.com/feed/update/urn:li:ugcPost:7439650497390833664/,,48,,0.148056298,,,no sentiment,2,67%,0,0%,1,33%,45,45,3,,3,4,,,,,,839,,,,,,,,,,,,,,,7354,,7354,11.41%,,,,,45,,,,,787,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063641,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM4ODQ4MTcyNjgyODU0OTUiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033884817268285495,twitter,reply,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,@TheNationalNews https://t.co/LjjrRbvYoC,,https://twitter.com/20583993/status/2033884817268285495,,2,,0.0018803,,,,,,,,,,2,,0,,,0,,,,,,18,,,,,,,,,,,,,,,1361,,1361,1.32%,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNzA2NDg4NDE5MTA1IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370706488419105,facebook,post,photo,Brand's content,,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"UAE air defence systems intercepted 10 ballistic missiles and 45 drones from Iran on Tuesday, the Defence Ministry said. Since the onset of the Iranian aggression, UAE air defences have engaged 314 ballistic missiles, 15 cruise missiles and 1,672 drones, it added.The attacks have killed two members of the UAE Armed Forces, and six civilians.",,https://www.facebook.com/148788988477345_1370706488419105,,125,,0.052568231,B,,no sentiment,0,0%,2,67%,1,33%,101,,4,,,20,,FALSE,FALSE,,,3003,organic,91,2,2,4,2,0,,,,,25393,0,25393,39799,0,39799,7.55%,11.83%,,,208,101,167,20,21,,2794,2308,,486,39799,,147,10,2,5,3,1,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,682938,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MDk1MzgzMTc4MDYxMTU0IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,18095383178061154,instagram,post,carousel,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"UAE air defence systems intercepted 10 ballistic missiles and 45 drones from Iran on Tuesday, the Defence Ministry said. Since the onset of the Iranian aggression, UAE air defences have engaged 314 ballistic missiles, 15 cruise missiles and 1,672 drones, it added.The attacks have killed two members of the UAE Armed Forces, and six civilians.",,https://www.instagram.com/p/DV_FnO8j5KM/,471,471,0.6896673,0.6896673,C,,no sentiment,0,0%,0,0%,2,100%,468,468,3,,3,270,,,,,85,831,,,,,,,,,,,,29464,,29464,64407,,64407,1.29%,2.82%,,,,468,,,,,,,,,64407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MTA1NTQ5OTU4Njc2MzA1IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,18105549958676305,instagram,story,photo,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,,,,,,,,,,,,,,,,,,,1,,,169,,,,,,1,,,,,,,,,,,,15899,,15899,19833,,19833,0.01%,0.01%,,,,,,,,,,,,,19833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730,561,13845,18.64%,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNzEzNDA4NDE4NDEzIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370713408418413,facebook,post,link,Brand's content,Jason Momoa on filming Dune: Part Three in Abu Dhabi – ‘We got to do some wild stuff’ | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,American star explains his love of UAE and the hit franchise ahead of first trailer release,https://www.thenationalnews.com/arts-culture/film-tv/2026/03/17/dune-part-three-trailer-jason-momoa-abu-dhabi/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1773743549,https://www.facebook.com/148788988477345_1370713408418413,,18,,0.007569825,C,,,,,,,,,17,,0,,,1,,FALSE,FALSE,,,114,organic,16,0,1,0,0,0,,,,,7795,0,7795,10717,0,10717,1.06%,1.46%,,,18,17,17,,1,,96,,69,27,10717,,16,,1,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,324201,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTpzaGFyZTo3NDM5NjU0NTc4MTIxMzE4NDAwIiwicHJvZmlsZUlkIjoidXJuOmxpOm9yZ2FuaXphdGlvbjo1MzU2NjMiLCJuZXR3b3JrIjoibGlua2VkaW4ifQ==/overview,,,7439654578121318400,linkedin,post,link,Brand's content,Iran forces shutdown of satellite broadcasts from anti-regime TV station | The National,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"Iran pressured Turkmenistan’s space agency to halt Iran International’s broadcasts via TurkmenAlem 52°E / MonacoSAT, disrupting access inside the country.",https://media.licdn.com/dms/image/v2/D5610AQEdMAuxDtZuTw/image-shrink_1280/B56Zz72a6NH8Ao-/0/1773751873385?e=1775523600&v=beta&t=p6L4f00S8C3EB_ubcpmvwKfolOVoP700MVDCZRW09QE,https://www.linkedin.com/feed/update/urn:li:share:7439654578121318400/,,2,,0.006169012,,,,,,,,,,2,2,0,,0,0,,,,,,131,,,,,,,,,,,,,,,8945,,8945,1.46%,,,,,2,,,,,129,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National Impact,https://www.instagram.com/thenationalimpact,,17841443551287829,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4NTczMzE2OTg3MDE1NTY4IiwicHJvZmlsZUlkIjoiMTc4NDE0NDM1NTEyODc4MjkiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,18573316987015568,instagram,story,photo,Brand's content,,,https://www.instagram.com/thenationalimpact,17841443551287829,The National Impact,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,,,,,133,,133,165,,165,0.00%,0.00%,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,92,32.12%,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063652,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM4ODk0NjU0ODgzNTE1OTQiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033889465488351594,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"About 1,000 ocean-going ships and 20,000 sailors are stranded in the Arabian Gulf amid escalating attacks and halted Iraqi port operations. https://t.co/C2de6FqiN5",,https://twitter.com/20583993/status/2033889465488351594,,15,,0.0141024,,,no sentiment,0,0%,1,50%,1,50%,8,,2,,,5,,,,,,57,,,,,,,,,,,,,,,2038,,2038,2.80%,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNzI4MjM4NDE2OTMwIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370728238416930,facebook,post,link,Brand's content,Nvidia GTC: AI trumps politics at much-anticipated tech conference | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,Nvidia chief executive Jensen Huang set the tone early for his company's GTC event as it returned to California after October's brief foray into Washington under the shadow of US President Donald Trump's White House.,https://www.thenationalnews.com/future/technology/2026/03/16/nvidia-gtc-ai-trump-technology/?utm_medium=Social&utm_source=Facebook#Echobox=1773752831,https://www.facebook.com/148788988477345_1370728238416930,,9,,0.003784913,D,,,,,,,,,8,,0,,,1,,FALSE,FALSE,,,20,organic,7,0,1,0,0,0,,,,,3428,0,3428,4788,0,4788,0.42%,0.58%,,,10,8,9,,1,,10,,9,1,4788,,8,,1,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063656,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM4OTMyMjc1NDQxMTc2MjkiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033893227544117629,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"Nvidia chief executive Jensen Huang set the tone early for his company's GTC event on Monday, as it returned to California after October's brief foray into Washington under the shadow of US President Donald Trump's White House  https://t.co/OPhoMYKOQS",,https://twitter.com/20583993/status/2033893227544117629,,3,,0.0028205,,,,,,,,,,2,,0,,,1,,,,,,15,,,,,,,,,,,,,,,1506,,1506,1.00%,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNzM1NjI4NDE2MTkxIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370735628416191,facebook,post,link,Brand's content,Iran forces shutdown of satellite broadcasts from anti-regime TV station | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"Iran pressured Turkmenistan’s space agency to halt Iran International’s broadcasts via TurkmenAlem 52°E / MonacoSAT, disrupting access inside the country.",https://www.thenationalnews.com/news/uk/2026/03/17/iran-forces-shutdown-of-satellite-broadcasts-from-anti-regime-tv-station/?utm_medium=Social&utm_source=Facebook#Echobox=1773750800,https://www.facebook.com/148788988477345_1370735628416191,,57,,0.023971114,C,,no sentiment,0,0%,0,0%,1,100%,50,,1,,,6,,FALSE,FALSE,,,439,organic,47,1,1,1,0,0,,,,,15923,0,15923,23358,0,23358,1.88%,2.76%,,,61,50,54,1,6,,378,,221,157,23358,,50,1,1,2,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063664,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM4OTY0OTU3NjI1ODM5ODQiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033896495762583984,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"Iran pressured Turkmenistan’s space agency to halt Iran International’s broadcasts via TurkmenAlem 52°E / MonacoSAT, disrupting access inside the country. https://t.co/ygDK9eU3MY",,https://twitter.com/20583993/status/2033896495762583984,,2,,0.0018803,,,,,,,,,,2,,0,,,0,,,,,,43,,,,,,,,,,,,,,,2159,,2159,1.99%,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,324201,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTpzaGFyZTo3NDM5NjY1NTcxNTQ3NDE0NTI4IiwicHJvZmlsZUlkIjoidXJuOmxpOm9yZ2FuaXphdGlvbjo1MzU2NjMiLCJuZXR3b3JrIjoibGlua2VkaW4ifQ==/overview,,,7439665571547414528,linkedin,post,link,Brand's content,Stranded vessels in Gulf shipping crisis face weeks of disruption | The National,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"About 1,000 ocean-going ships and 20,000 sailors are stranded in the Arabian Gulf amid escalating attacks and halted Iraqi port operations.",https://media.licdn.com/dms/image/v2/D5610AQGkAg0keaxXAA/image-shrink_1280/B56Zz8Aa1EHUAc-/0/1773754495431?e=1775523600&v=beta&t=Dt_LhibJ6IzJD3PBgs4wQlv33KWfifTcMqZBonfHr6k,https://www.linkedin.com/feed/update/urn:li:share:7439665571547414528/,,1,,0.003084506,,,,,,,,,,1,1,0,,0,0,,,,,,8,,,,,,,,,,,,,,,1485,,1485,0.54%,,,,,1,,,,,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063667,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM5MDA0MzI2MTYwMzQ0NjEiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033900432616034461,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Three PMF fighters wounded in air strikes north of Baghdad https://t.co/ickkc1iMST,,https://twitter.com/20583993/status/2033900432616034461,,6,,0.0056409,,,,,,,,,,4,,0,,,2,,,,,,18,,,,,,,,,,,,,,,1597,,1597,1.13%,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNzQ2NzY4NDE1MDc3IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370746768415077,facebook,post,link,Brand's content,Three PMF fighters wounded in air strikes north of Baghdad | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,Iraq witnesses one of the most intense wave of retaliatory attacks since pro-Tehran armed factions joined the widening Middle East conflict,https://www.thenationalnews.com/news/mena/2026/03/17/three-pmf-fighters-wounded-in-air-strikes-north-of-baghdad/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1773753733,https://www.facebook.com/148788988477345_1370746768415077,,14,,0.005887642,D,,,,,,,,,14,,0,,,0,,FALSE,FALSE,,,61,organic,12,1,1,0,0,0,,,,,5284,0,5284,6984,0,6984,0.87%,1.15%,,,15,14,15,,,,46,,21,25,6984,,13,1,1,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNzU1OTc1MDgwODIzIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370755975080823,facebook,post,link,Brand's content,President Sheikh Mohamed receives special envoy of South Korea's leader | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,Need for diplomacy and dialogue on regional developments emphasised in meeting,https://www.thenationalnews.com/news/uae/2026/03/17/president-sheikh-mohamed-receives-special-envoy-of-south-koreas-leader/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1773742090,https://www.facebook.com/148788988477345_1370755975080823,,38,,0.015980742,C,,no sentiment,0,0%,0,0%,2,100%,33,,2,,,3,,FALSE,FALSE,,,155,organic,29,3,1,0,0,0,,,,,7736,0,7736,10747,0,10747,1.44%,2.00%,,,41,33,36,2,3,,114,,74,40,10747,,32,3,1,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063677,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM5MDU1ODczMzU5Mjk5ODciLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033905587335929987,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Kuwait detains 16 with alleged ties to Hezbollah https://t.co/OrWWKLXnV9,,https://twitter.com/20583993/status/2033905587335929987,,4,,0.0037605,,,,,,,,,,4,,0,,,0,,,,,,34,,,,,,,,,,,,,,,1721,,1721,1.98%,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National Comment,https://twitter.com/NationalComment,9553,429747849,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM5MDc4MDE4MDY4MTEzMjkiLCJwcm9maWxlSWQiOiI0Mjk3NDc4NDkiLCJuZXR3b3JrIjoidHdpdHRlciJ9/overview,20583993;316790547;429747849,,2033907801806811329,twitter,post,link,Brand's content,,,https://twitter.com/NationalComment,429747849,The National Comment,"For Beirut, the US President once represented a rare opening for progress. Now squandered, Lebanon needs America to force a settlement.Opinion | Rami Kiwan @rami_kiwan via @TheNationalNews https://t.co/KObHYF0zNq",,https://twitter.com/429747849/status/2033907801806811329,,5,,0.5233958,,,,,,,,,,2,,0,,,3,,,,,,42,,,,,,,,,,,,,,,1724,,1724,2.44%,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNzcwMDM4NDEyNzUwIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370770038412750,facebook,post,link,Brand's content,UN blames Israeli government for 'unchallenged' settler violence | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"Israeli state is 'central' to mass expulsion and violence in the occupied West Bank, report says",https://www.thenationalnews.com/news/mena/2026/03/17/un-blames-israeli-government-for-unchallenged-settler-violence/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1773750328,https://www.facebook.com/148788988477345_1370770038412750,,32,,0.013457467,C,,no sentiment,0,0%,3,75%,1,25%,24,,4,,,4,,FALSE,FALSE,,,84,organic,21,0,1,1,1,0,,,,,5153,0,5153,6700,0,6700,1.25%,1.63%,,,33,24,25,4,4,,51,,19,32,6700,,21,,1,1,2,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063684,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM5MTIzNjg5NTA4NTgxMjkiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033912368950858129,twitter,post,photo,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"In this live edition of The Inside Brief, Adam Posen and Bob McNally join Manus Cranny to discuss the latest Middle East escalation and what it means for oil markets and the global economy https://t.co/zbX75R6DdA",,https://twitter.com/20583993/status/2033912368950858129,,3,,0.0028204,,,no sentiment,0,0%,0,0%,1,100%,1,,1,,,1,,,,,,34,,,,,,,,,,,,,,,1441,,1441,2.36%,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,business team;the inside brief,podcast;claim your clicks,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1063684,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzM5MTIzNzU0MjI2ODEzNjYiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2033912375422681366,twitter,reply,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,@TheNationalNews Watch live on Today at 8.45pm UAE time: https://t.co/cmqCGP5Pwa,,https://twitter.com/20583993/status/2033912375422681366,,1,,0.0009401,,,,,,,,,,1,,0,,,0,,,,,,20,,,,,,,,,,,,,,,1270,,1270,1.57%,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
17/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2377862,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzcwNzc5MTExNzQ1MTc2IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1370779111745176,facebook,post,link,Brand's content,Mystery of the Cold War-style coded radio messages targeting Iran | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"Broadcasts in Farsi emerged in hours after the outbreak of the Iran war, with suspicion falling on the US",https://www.thenationalnews.com/news/mena/2026/03/17/mystery-of-the-cold-war-style-coded-radio-messages-targeting-iran/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1773755021,https://www.facebook.com/148788988477345_1370779111745176,,13,,0.005467096,D,,,,,,,,,11,,0,,,2,,FALSE,FALSE,,,131,organic,10,0,1,0,0,0,,,,,6376,0,6376,8677,0,8677,1.51%,2.05%,,,13,11,11,,2,,118,,100,18,8677,,10,,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
